1 , 0.000153
2 , 0.000143
3 , 0.000143
4 , 0.000143
5 , 0.000143
6 , 0.000143
7 , 0.000143
8 , 0.000143
9 , 0.000143
10 , 0.000143
11 , 0.000143
12 , 0.000143
13 , 0.000143
14 , 0.000143
15 , 0.000143
16 , 0.000143
17 , 0.000143
18 , 0.000143
19 , 0.000143
20 , 0.000143
21 , 0.000092
22 , 0.000042
23 , 0.000042
24 , 0.000042
25 , 0.000042
26 , 0.000042
27 , 0.000043
28 , 0.000046
29 , 0.000043
30 , 0.000043
31 , 0.000044
32 , 0.000043
33 , 0.000044
34 , 0.000044
35 , 0.000044
36 , 0.000045
37 , 0.000045
38 , 0.000045
39 , 0.000045
40 , 0.000045
41 , 0.000045
42 , 0.000045
43 , 0.000045
44 , 0.000045
45 , 0.000045
46 , 0.000046
47 , 0.000046
48 , 0.000046
49 , 0.000046
50 , 0.000046
51 , 0.000047
52 , 0.000047
53 , 0.000047
54 , 0.000047
55 , 0.000047
56 , 0.000048
57 , 0.000048
58 , 0.000047
59 , 0.000048
60 , 0.000048
61 , 0.000048
62 , 0.000048
63 , 0.000048
64 , 0.000049
65 , 0.000049
66 , 0.000049
67 , 0.000049
68 , 0.000049
69 , 0.000049
70 , 0.000050
71 , 0.000050
72 , 0.000050
73 , 0.000050
74 , 0.000050
75 , 0.000050
76 , 0.000050
77 , 0.000050
78 , 0.000051
79 , 0.000051
80 , 0.000051
81 , 0.000051
82 , 0.000053
83 , 0.000052
84 , 0.000053
85 , 0.000053
86 , 0.000052
87 , 0.000053
88 , 0.000053
89 , 0.000053
90 , 0.000053
91 , 0.000053
92 , 0.000053
93 , 0.000053
94 , 0.000053
95 , 0.000054
96 , 0.000054
97 , 0.000054
98 , 0.000054
99 , 0.000055
100 , 0.000055
101 , 0.000055
102 , 0.000055
103 , 0.000055
104 , 0.000055
105 , 0.000056
106 , 0.000056
107 , 0.000056
108 , 0.000056
109 , 0.000056
110 , 0.000056
111 , 0.000056
112 , 0.000057
113 , 0.000057
114 , 0.000057
115 , 0.000057
116 , 0.000058
117 , 0.000058
118 , 0.000058
119 , 0.000058
120 , 0.000058
121 , 0.000058
122 , 0.000058
123 , 0.000058
124 , 0.000059
125 , 0.000059
126 , 0.000059
127 , 0.000059
128 , 0.000059
129 , 0.000059
130 , 0.000060
131 , 0.000060
132 , 0.000061
133 , 0.000061
134 , 0.000061
135 , 0.000061
136 , 0.000061
137 , 0.000061
138 , 0.000061
139 , 0.000061
140 , 0.000061
141 , 0.000061
142 , 0.000062
143 , 0.000062
144 , 0.000062
145 , 0.000062
146 , 0.000063
147 , 0.000063
148 , 0.000063
149 , 0.000063
150 , 0.000063
151 , 0.000063
152 , 0.000063
153 , 0.000064
154 , 0.000064
155 , 0.000064
156 , 0.000064
157 , 0.000064
158 , 0.000064
159 , 0.000065
160 , 0.000065
161 , 0.000065
162 , 0.000065
163 , 0.000066
164 , 0.000066
165 , 0.000066
166 , 0.000066
167 , 0.000066
168 , 0.000066
169 , 0.000066
170 , 0.000066
171 , 0.000066
172 , 0.000066
173 , 0.000067
174 , 0.000067
175 , 0.000067
176 , 0.000068
177 , 0.000068
178 , 0.000068
179 , 0.000068
180 , 0.000069
181 , 0.000069
182 , 0.000068
183 , 0.000069
184 , 0.000069
185 , 0.000069
186 , 0.000069
187 , 0.000069
188 , 0.000069
189 , 0.000069
190 , 0.000070
191 , 0.000070
192 , 0.000070
193 , 0.000071
194 , 0.000071
195 , 0.000071
196 , 0.000071
197 , 0.000071
